hello
123,456,0,O,0
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,2
123,456,0,I,1
123,456,0,I,2
123,456,0,I,2
123,456,0,I,0
123,456,0,I,0
123,456,0,I,0
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,0
123,456,0,I,0
123,456,0,I,0
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,2
123,456,0,I,2
123,456,0,I,1
123,456,0,I,0
123,456,0,I,2
123,456,0,I,2
123,456,0,I,2
123,456,0,I,2
123,456,0,I,1
123,456,0,I,0
123,456,0,I,2
123,456,0,I,0
123,456,0,I,2
123,456,0,I,1
123,456,0,I,0
123,456,0,I,2
123,456,0,I,0
123,456,0,I,0
123,456,0,I,2
123,456,0,I,0
123,456,0,I,1
123,456,0,I,1
123,456,0,I,1
123,456,0,I,0
123,456,0,I,1
123,456,0,I,2
123,456,0,I,0
123,456,0,I,1
123,456,30,Z
123,456,30,G,"0.0;0.0"
123,456,40,G,"1.1111112;1.1111112"
123,456,50,G,"2.2222223;2.2222223"
123,456,60,G,"3.3333335;3.3333335"
123,456,70,G,"4.4444447;4.4444447"
123,456,80,G,"5.555556;5.555556"
123,456,90,G,"6.666667;6.666667"
123,456,100,G,"7.7777777;7.7777777"
123,456,110,G,"8.888889;8.888889"
123,456,120,G,"10.0;10.0"
123,456,121,O,1
123,456,121,W,1
123,456,121,W,1
123,456,121,W,0
123,456,121,W,1
123,456,121,W,0
123,456,121,W,0
123,456,121,W,0
123,456,121,W,1
123,456,121,W,1
123,456,121,W,0
123,456,121,W,0
123,456,121,W,0
123,456,121,W,1
123,456,121,W,1
123,456,121,W,1
123,456,121,W,2
123,456,121,W,2
123,456,121,W,2
123,456,121,W,0
123,456,121,W,2
123,456,121,W,2
123,456,121,W,1
123,456,121,W,2
123,456,121,W,0
123,456,121,W,0
123,456,121,W,2
123,456,121,W,2
123,456,121,W,2
123,456,121,W,1
123,456,121,W,2
123,456,121,W,2
123,456,121,W,1
123,456,121,W,0
123,456,121,W,1
123,456,121,W,2
123,456,121,W,0
123,456,121,W,0
123,456,121,W,0
123,456,121,W,2
123,456,121,W,0
123,456,121,W,2
123,456,121,W,0
123,456,121,W,1
123,456,121,W,1
123,456,121,W,0
123,456,121,W,1
123,456,121,W,0
123,456,121,W,2
123,456,151,Z
123,456,160,G,"7.0;8.5"
123,456,170,G,"3.666667;6.8333335"
123,456,180,G,"0.33333397;5.166667"
123,456,190,G,"-3.0;3.5"
123,456,200,G,"-6.333334;1.833333"
123,456,210,G,"-9.666668;0.16666603"
123,456,212,O,2
123,456,212,W,1
123,456,212,W,2
123,456,212,W,1
123,456,212,W,0
123,456,212,W,2
123,456,212,W,2
123,456,212,W,1
123,456,212,W,0
123,456,212,W,1
123,456,212,W,0
123,456,212,W,2
123,456,212,W,2
123,456,212,W,2
123,456,212,W,2
123,456,212,W,0
123,456,212,W,0
123,456,212,W,0
123,456,212,W,2
123,456,212,W,1
123,456,212,W,0
123,456,212,W,0
123,456,212,W,0
123,456,212,W,2
123,456,212,W,0
123,456,212,W,0
123,456,212,W,0
123,456,212,W,0
123,456,212,W,0
123,456,212,W,1
123,456,212,W,2
123,456,212,W,1
123,456,212,W,0
123,456,212,W,1
123,456,212,W,2
123,456,212,W,2
123,456,212,W,0
123,456,212,W,2
123,456,212,W,0
123,456,212,W,1
123,456,212,W,2
123,456,212,W,0
123,456,212,W,2
123,456,212,W,2
123,456,212,W,0
123,456,212,W,2
123,456,212,W,2
123,456,212,W,1
123,456,212,W,1
123,456,212,W,0
123,456,242,Z
123,456,250,G,"-10.0;0.0"
123,456,260,G,"-10.0;0.0"
